Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
1,XCUR,Healthcare,Biotechnology,NASDAQ,571.11,99,99,80,2
2,ARQQ,Technology,Softwareâ€”Infrastructure,NASDAQ,545.28,99,96,2,7
3,WAVE,Utilities,Utilities—Independent Power Producers,NASDAQ,539.02,99,99,99,31
4,AGFY,Industrials,Specialty Business Services,NASDAQ,508.86,99,99,2,4
5,UAMY,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,463.29,99,97,99,57
6,IONQ,Technology,Computer Hardware,NYSE,456.59,99,99,29,17
7,WKEY,Technology,Semiconductors,NASDAQ,450.58,99,34,70,34
8,AMPG,Technology,Communication Equipment,NASDAQ,421.09,99,16,3,4
9,RKLB,Industrials,Aerospace & Defense,NASDAQ,413.75,99,99,98,70
10,APP,Technology,Softwareâ€”Application,NASDAQ,402.86,99,99,99,98
11,SRRK,Healthcare,Biotechnology,NASDAQ,399.02,99,99,12,17
12,SGMO,Healthcare,Biotechnology,NASDAQ,385.19,99,99,97,9
13,DOGZ,Consumer Defensive,Household & Personal Products,NASDAQ,383.39,99,99,99,98
14,MESO,Healthcare,Biotechnology,NASDAQ,380.13,99,99,99,98
15,INTZ,Technology,Software—Application,NASDAQ,380.07,99,1,2,0
16,MFH,Financial Services,Capital Markets,NASDAQ,371.51,99,99,69,69
17,HUIZ,Financial Services,Insurance Brokers,NASDAQ,366.12,99,10,33,87
18,OPTT,Industrials,Electrical Equipment & Parts,NYSE MKT,365.72,99,97,2,83
19,REAL,Consumer Cyclical,Specialty Retail,NASDAQ,356.32,99,97,69,91
20,INOD,Technology,Information Technology Services,NASDAQ,353.17,99,99,95,99
21,NXU,Financial Services,Shell Companies,NASDAQ,349.42,99,4,2,1
22,CMRX,Healthcare,Biotechnology,NASDAQ,337.14,99,22,32,19
23,ICLK,Communication Services,Advertising Agencies,NASDAQ,335.27,99,99,93,4
24,KC,Technology,Software—Application,NASDAQ,332.95,99,98,78,15
25,RDW,Industrials,Aerospace & Defense,NYSE,330.99,99,99,95,99
26,FOA,Financial Services,Credit Services,NYSE,329.99,99,98,92,5
27,ASTS,Communication Services,Telecom Services,NASDAQ,329.8,99,99,99,99
28,QURE,Healthcare,Biotechnology,NASDAQ,319.68,99,43,27,96
29,KOD,Healthcare,Biotechnology,NASDAQ,318.82,99,97,40,13
30,ATOM,Technology,Semiconductor Equipment & Materials,NASDAQ,318.15,99,93,3,6
31,PULM,Healthcare,Biotechnology,NASDAQ,317.56,99,99,36,43
32,ALGS,Healthcare,Biotechnology,NASDAQ,315.72,99,93,4,6
33,KINS,Financial Services,Insurance—Property & Casualty,NASDAQ,311.27,99,99,99,98
34,VUZI,Technology,Consumer Electronics,NASDAQ,305.1,99,95,9,8
35,EOSE,Industrials,Electrical Equipment & Parts,NASDAQ,302.6,99,98,98,96
36,LSF,Consumer Defensive,Packaged Foods,NYSE MKT,301.11,99,99,99,99
37,ONDS,Technology,Communication Equipment,NASDAQ,299.14,99,46,19,13
38,DBVT,Healthcare,Biotechnology,NASDAQ,295.57,99,99,4,2
39,PSTX,Healthcare,Biotechnology,NASDAQ,290.39,99,99,22,78
40,CANG,Communication Services,Internet Content & Information,NYSE,289.13,99,99,87,95
41,NEON,Technology,Electronic Components,NASDAQ,283.63,99,99,99,87
42,SMMT,Healthcare,Biotechnology,NASDAQ,281.93,99,99,99,99
43,PLTR,Technology,Software—Infrastructure,NASDAQ,272.2,99,99,97,94
44,QSI,Healthcare,Biotechnology,NASDAQ,268.95,99,34,7,4
45,ETON,Healthcare,Biotechnology,NASDAQ,268.31,99,99,97,26
46,WATT,Technology,Scientific & Technical Instruments,NASDAQ,267.36,99,1,2,4
47,BSGM,Healthcare,Medical Devices,NASDAQ,263.59,98,98,2,0
48,AAOI,Technology,Semiconductors,NASDAQ,263.15,98,99,88,19
49,PSNL,Healthcare,Diagnostics & Research,NASDAQ,262.9,98,95,99,46
50,LODE,Real Estate,Real Estate Services,NYSE MKT,258.4,98,62,97,1
51,PRCH,Technology,Software—Application,NASDAQ,256.43,98,97,17,48
52,NTRBW,Healthcare,Biotechnology,NASDAQ,255.75,98,98,99,15
53,WLFC,Industrials,Rental & Leasing Services,NASDAQ,254.38,98,99,99,94
54,MTC,Technology,Software—Application,NASDAQ,253.32,98,3,48,2
55,WIMI,Communication Services,Advertising Agencies,NASDAQ,249.68,98,43,77,47
56,OMER,Healthcare,Biotechnology,NASDAQ,248.56,98,99,64,64
57,CADL,Healthcare,Biotechnology,NASDAQ,245.97,98,96,99,99
58,BYRN,Industrials,Aerospace & Defense,NASDAQ,244.49,98,96,99,97
59,BFLY,Healthcare,Medical Devices,NYSE,243.43,98,99,97,21
60,LX,Financial Services,Credit Services,NASDAQ,243.16,98,99,97,21
61,ROOT,Financial Services,Insurance—Property & Casualty,NASDAQ,242.04,98,99,98,99
62,LUMN,Communication Services,Telecom Services,NYSE,242.0,98,99,99,11
63,ECOR,Healthcare,Medical Devices,NASDAQ,237.11,98,96,69,68
64,SUPV,Financial Services,Banks—Regional,NYSE,236.59,98,97,97,98
65,LPTH,Technology,Electronic Components,NASDAQ,236.48,98,73,52,21
66,ALLT,Technology,Softwareâ€”Infrastructure,NASDAQ,235.87,98,96,87,79
67,AMBO,Consumer Defensive,Education & Training Services,NYSE MKT,235.74,98,78,26,15
68,BBAR,Financial Services,Banks—Regional,NYSE,233.11,98,97,98,97
69,PRTH,Technology,Information Technology Services,NASDAQ,230.62,98,97,94,94
70,MSTR,Technology,Software—Application,NASDAQ,229.35,98,99,98,98
71,TARA,Healthcare,Biotechnology,NASDAQ,227.54,98,84,16,32
72,CLOV,Healthcare,Healthcare Plans,NASDAQ,226.73,98,98,99,95
73,COMM,Technology,Communication Equipment,NASDAQ,225.03,98,98,99,10
74,IKT,Healthcare,Biotechnology,NASDAQ,216.97,98,96,25,22
75,FBRX,Healthcare,Biotechnology,NASDAQ,216.37,98,96,1,9
76,SNT,Industrials,Security & Protection Services,NASDAQ,215.98,98,98,64,92
77,OXBR,Financial Services,Insurance—Reinsurance,NASDAQ,215.14,98,97,97,98
78,GGAL,Financial Services,Banks—Regional,NASDAQ,214.96,98,97,99,96
79,GEVO,Basic Materials,Specialty Chemicals,NASDAQ,214.47,98,97,98,7
80,PRFX,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,214.04,98,50,0,0
81,LMND,Financial Services,Insurance—Property & Casualty,NYSE,213.65,98,99,47,77
82,TMQ,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,210.63,98,98,33,49
83,VRNA,Healthcare,Biotechnology,NASDAQ,208.95,98,97,96,53
84,EBS,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,208.12,98,98,99,99
85,BKTI,Technology,Communication Equipment,NYSE MKT,207.36,98,97,94,34
86,CMMB,Healthcare,Biotechnology,NASDAQ,205.13,98,95,97,92
87,LFVN,Consumer Defensive,Packaged Foods,NASDAQ,205.03,98,96,97,45
88,EDN,Utilities,Utilities—Regulated Electric,NYSE,204.4,98,97,91,60
89,RKDA,Basic Materials,Agricultural Inputs,NASDAQ,201.5,98,33,38,76
90,ATER,Technology,Consumer Electronics,NASDAQ,199.9,98,99,99,99
91,NCTY,Communication Services,Electronic Gaming & Multimedia,NASDAQ,199.12,98,97,35,91
92,BMA,Financial Services,Banks—Regional,NYSE,196.92,97,96,98,98
93,EAT,Consumer Cyclical,Restaurants,NYSE,196.89,97,98,96,96
94,LNSR,Healthcare,Medical Devices,NASDAQ,196.85,97,96,74,89
95,CRVS,Healthcare,Biotechnology,NASDAQ,194.83,97,99,99,54
96,ACRS,Healthcare,Biotechnology,NASDAQ,194.03,97,99,17,11
97,INSG,Technology,Communication Equipment,NASDAQ,193.07,97,98,99,99
98,FTK,Energy,Oil & Gas Equipment & Services,NYSE,192.93,97,98,64,82
99,PDEX,Healthcare,Medical Instruments & Supplies,NASDAQ,192.66,97,98,96,42
100,UI,Technology,Communication Equipment,NYSE,192.65,97,98,96,79
101,YPF,Energy,Oil & Gas Integrated,NYSE,191.28,97,96,84,88
102,GEO,Real Estate,REIT—Healthcare Facilities,NYSE,191.21,97,97,55,92
103,CLS,Technology,Electronic Components,NYSE,190.63,97,96,87,98
104,AGX,Industrials,Engineering & Construction,NYSE,190.3,97,98,97,95
105,CVNA,Consumer Cyclical,Internet Retail,NYSE,190.26,97,99,99,99
106,BMTX,Technology,Software—Application,NYSE MKT,189.66,97,94,94,82
107,CDXC,Healthcare,Biotechnology,NASDAQ,189.17,97,99,96,89
108,CLPT,Healthcare,Medical Devices,NASDAQ,188.59,97,92,97,78
109,PTON,Consumer Cyclical,Leisure,NASDAQ,188.21,97,98,54,12
110,ARQT,Healthcare,Biotechnology,NASDAQ,187.44,97,98,93,93
111,XGN,Healthcare,Diagnostics & Research,NASDAQ,187.18,97,95,95,44
112,RZLT,Healthcare,Biotechnology,NASDAQ,186.44,97,98,99,99
113,AVXL,Healthcare,Biotechnology,NASDAQ,186.39,97,95,54,20
114,HNST,Consumer Cyclical,Specialty Retail,NASDAQ,186.07,97,98,93,91
115,SOFI,Financial Services,Credit Services,NASDAQ,184.82,97,97,53,19
116,GDS,Technology,Information Technology Services,NASDAQ,184.7,97,96,98,94
117,ATHE,Healthcare,Biotechnology,NASDAQ,184.22,97,18,10,22
118,AMST,Technology,Softwareâ€”Application,NASDAQ,183.8,97,50,27,55
119,RAIL,Industrials,Railroads,NASDAQ,182.96,97,98,99,45
120,QH,Technology,Software—Application,NASDAQ,182.73,97,98,99,6
121,JVA,Consumer Defensive,Packaged Foods,NASDAQ,182.47,97,99,98,97
122,DUOT,Technology,Software—Application,NASDAQ,182.28,97,97,41,14
123,UPST,Financial Services,Credit Services,NASDAQ,182.23,97,98,93,21
124,UAL,Industrials,Airlines,NASDAQ,181.33,97,97,81,58
125,TZOO,Consumer Cyclical,Travel Services,NASDAQ,181.03,97,97,93,30
126,INUV,Communication Services,Advertising Agencies,NYSE MKT,180.68,97,35,19,35
127,USLM,Basic Materials,Building Materials,NASDAQ,180.37,97,98,95,95
128,WNW,Consumer Cyclical,Restaurants,NASDAQ,180.33,97,22,10,1
129,PPTA,Basic Materials,Other Precious Metals & Mining,NASDAQ,180.25,97,96,98,82
130,SMLR,Healthcare,Medical Devices,NASDAQ,179.82,97,95,13,58
131,BNTC,Healthcare,Biotechnology,NASDAQ,179.22,97,95,98,99
132,NVCR,Healthcare,Medical Instruments & Supplies,NASDAQ,178.94,97,68,32,43
133,DSP,Technology,Software—Application,NASDAQ,178.84,97,97,86,95
134,BE,Industrials,Electrical Equipment & Parts,NYSE,178.77,97,98,19,48
135,VSCO,Consumer Cyclical,Apparel Retail,NYSE,178.25,97,91,85,40
136,ADMA,Healthcare,Biotechnology,NASDAQ,178.1,97,98,99,99
137,SLQT,Financial Services,Insurance Brokers,NYSE,177.43,96,76,68,98
138,SMTC,Technology,Semiconductors,NASDAQ,176.84,96,98,91,90
139,WVE,Healthcare,Biotechnology,NASDAQ,176.69,96,99,93,53
140,ARTW,Industrials,Farm & Heavy Construction Machinery,NASDAQ,176.28,96,19,26,14
141,ELMD,Healthcare,Medical Devices,NYSE MKT,175.72,96,97,96,80
142,TATT,Industrials,Aerospace & Defense,NASDAQ,175.54,96,92,93,94
143,OPFI,Technology,Software—Application,NYSE,174.86,96,97,92,81
144,CDTX,Healthcare,Biotechnology,NASDAQ,173.73,96,92,10,7
145,KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,173.51,96,74,37,97
146,TARS,Healthcare,Biotechnology,NASDAQ,173.11,96,96,85,85
147,DCTH,Healthcare,Medical Devices,NASDAQ,172.45,96,97,95,97
148,CAPR,Healthcare,Biotechnology,NASDAQ,172.17,96,99,99,43
149,ELDN,Healthcare,Biotechnology,NASDAQ,172.11,96,98,82,94
150,JG,Technology,Software—Application,NASDAQ,172.09,96,98,99,14
151,SMWB,Communication Services,Internet Content & Information,NYSE,171.91,96,93,80,37
152,MYTE,Consumer Cyclical,Luxury Goods,NYSE,171.35,96,95,47,81
153,RBOT,Healthcare,Medical Devices,NYSE,171.33,96,95,4,10
154,DOYU,Communication Services,Internet Content & Information,NASDAQ,171.3,96,97,97,98
155,BCOV,Technology,Software—Application,NASDAQ,171.15,96,96,36,41
156,VST,Utilities,Utilities—Independent Power Producers,NYSE,170.9,96,98,99,99
157,PNRG,Energy,Oil & Gas E&P,NASDAQ,170.81,96,95,91,49
158,DALN,Communication Services,Publishing,NASDAQ,170.12,96,70,54,20
159,CAN,Technology,Computer Hardware,NASDAQ,169.85,96,96,12,6
160,CRK,Energy,Oil & Gas E&P,NYSE,169.2,96,91,75,41
161,PRAX,Healthcare,Biotechnology,NASDAQ,169.16,96,97,97,95
162,AXON,Industrials,Aerospace & Defense,NASDAQ,168.96,96,97,94,78
163,FRSX,Consumer Cyclical,Auto Parts,NASDAQ,168.19,96,6,5,12
164,NGVC,Consumer Defensive,Grocery Stores,NYSE,167.53,96,98,92,95
165,CCB,Financial Services,Banks—Regional,NASDAQ,167.39,96,94,77,73
166,KOSS,Technology,Consumer Electronics,NASDAQ,167.3,96,94,96,99
167,COCP,Healthcare,Biotechnology,NASDAQ,166.84,96,59,20,86
168,RSI,Consumer Cyclical,Gambling,NYSE,166.76,96,97,96,98
169,BTCS,Financial Services,Capital Markets,NASDAQ,166.44,96,99,16,50
170,TSLA,Consumer Cyclical,Auto Manufacturers,NASDAQ,166.15,96,93,44,83
171,VNET,Technology,Information Technology Services,NASDAQ,166.08,96,94,96,40
172,RGS,Consumer Cyclical,Personal Services,NASDAQ,165.9,96,99,98,98
173,ARIS,Utilities,Utilities—Regulated Water,NYSE,165.82,96,97,92,93
174,MIND,Technology,Scientific & Technical Instruments,NASDAQ,165.77,96,21,8,5
175,COE,Consumer Defensive,Education & Training Services,NYSE MKT,165.5,96,87,95,97
176,CRDF,Healthcare,Biotechnology,NASDAQ,165.13,96,68,81,59
177,BKYI,Industrials,Security & Protection Services,NASDAQ,164.4,96,3,1,5
178,VNCE,Consumer Cyclical,Apparel Manufacturing,NYSE,163.59,96,27,53,5
179,CRNT,Technology,Communication Equipment,NASDAQ,163.55,96,94,43,57
180,CLBT,Technology,Software—Infrastructure,NASDAQ,163.14,96,93,96,90
181,FEIM,Technology,Communication Equipment,NASDAQ,162.74,96,78,92,58
182,AXGN,Healthcare,Medical Devices,NASDAQ,162.51,95,90,98,70
183,CRNC,Technology,Software—Application,NASDAQ,162.45,95,91,2,0
184,PLBY,Consumer Cyclical,Leisure,NASDAQ,162.36,95,97,14,11
185,TVTX,Healthcare,Biotechnology,NASDAQ,162.16,95,98,95,75
186,HUT,Financial Services,Capital Markets,NASDAQ,162.11,95,99,30,93
187,SRTS,Healthcare,Medical Devices,NASDAQ,161.9,95,96,96,97
188,TPB,Consumer Defensive,Tobacco,NYSE,161.61,95,96,92,91
189,GDYN,Technology,Information Technology Services,NASDAQ,161.04,95,89,77,24
190,MYSZ,Technology,Software—Application,NASDAQ,160.56,95,3,3,4
191,GME,Consumer Cyclical,Specialty Retail,NYSE,160.51,95,89,80,97
192,HYLN,Consumer Cyclical,Auto Parts,NYSE MKT,160.39,95,99,97,90
193,DXPE,Industrials,Industrial Distribution,NASDAQ,160.26,95,95,80,61
194,WWW,Consumer Cyclical,Footwear & Accessories,NYSE,160.14,95,96,97,86
195,MTEX,Consumer Defensive,Household & Personal Products,NASDAQ,160.01,95,48,22,12
196,SQNS,Technology,Semiconductors,NYSE,160.0,95,71,89,4
197,SWIM,Industrials,Building Products & Equipment,NASDAQ,159.54,95,95,99,24
198,RVLV,Consumer Cyclical,Internet Retail,NYSE,159.37,95,95,94,25
199,NOTV,Healthcare,Diagnostics & Research,NASDAQ,158.98,95,94,14,2
200,NAK,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,158.7,95,83,35,75
201,UNFI,Consumer Defensive,Food Distribution,NYSE,158.31,95,93,93,29
202,DDL,Consumer Defensive,Grocery Stores,NYSE,158.23,95,97,98,81
203,HROW,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,158.16,95,98,99,97
204,PAM,Utilities,Utilities—Regulated Electric,NYSE,158.1,95,94,90,59
205,CDZI,Utilities,Utilities—Regulated Water,NASDAQ,158.09,95,88,37,69
206,TAC,Utilities,Utilities—Independent Power Producers,NYSE,157.23,95,86,91,35
207,CSBR,Healthcare,Biotechnology,NASDAQ,157.1,95,27,17,27
208,EHTH,Financial Services,Insurance Brokers,NASDAQ,156.87,95,55,12,9
209,TGS,Energy,Oil & Gas Integrated,NYSE,156.72,95,95,81,89
210,SENEB,Consumer Defensive,Packaged Foods,NASDAQ,156.65,95,82,90,92
211,REE,Consumer Cyclical,Recreational Vehicles,NASDAQ,156.65,95,95,97,21
212,VBFC,Financial Services,Banks—Regional,NASDAQ,156.63,95,94,61,38
213,UTI,Consumer Defensive,Education & Training Services,NYSE,156.41,95,94,69,94
214,AOUT,Consumer Cyclical,Leisure,NASDAQ,156.38,95,58,41,37
215,WYY,Technology,Information Technology Services,NYSE MKT,156.28,95,95,84,98
216,FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,156.02,95,96,95,89
217,LC,Financial Services,Credit Services,NYSE,156.02,95,96,92,63
218,QFIN,Financial Services,Credit Services,NASDAQ,155.92,95,96,97,72
219,WHLRP,Real Estate,REIT—Retail,NASDAQ,155.49,95,94,90,95
220,ADN,Utilities,Utilitiesâ€”Renewable,NASDAQ,155.37,95,78,1,4
221,ATLC,Financial Services,Credit Services,NASDAQ,155.36,95,96,54,45
222,AVPT,Technology,Software—Infrastructure,NASDAQ,155.31,95,96,88,92
223,MYO,Healthcare,Medical Devices,NYSE MKT,155.28,95,91,94,99
224,DAO,Communication Services,Internet Content & Information,NYSE,154.69,95,95,85,24
225,INVZ,Consumer Cyclical,Auto Parts,NASDAQ,154.64,95,15,6,5
226,QTWO,Technology,Software—Application,NYSE,154.05,95,96,96,94
227,TDS,Communication Services,Telecom Services,NYSE,154.01,94,92,83,93
228,GHM,Industrials,Specialty Industrial Machinery,NYSE,153.99,94,95,77,92
229,MHH,Industrials,Staffing & Employment Services,NYSE MKT,153.73,94,93,69,18
230,TEO,Communication Services,Telecom Services,NYSE,153.61,94,95,74,67
231,PCT,Industrials,Pollution & Treatment Controls,NASDAQ,153.6,94,98,97,42
232,TWLO,Communication Services,Internet Content & Information,NYSE,153.49,94,94,56,25
233,PW,Real Estate,REIT—Specialty,NYSE MKT,153.22,94,85,99,71
234,AFRM,Technology,Information Technology Services,NASDAQ,153.06,94,96,89,68
235,TRVI,Healthcare,Biotechnology,NASDAQ,153.0,94,78,88,86
236,WWR,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,152.96,94,47,34,22
237,TGTX,Healthcare,Biotechnology,NASDAQ,152.92,94,96,94,94
238,XYF,Financial Services,Credit Services,NYSE,152.61,94,94,96,68
239,SFM,Consumer Defensive,Grocery Stores,NASDAQ,152.54,94,97,97,96
240,PCTTU,Industrials,Pollution & Treatment Controls,NASDAQ,152.53,94,97,19,1
241,ENTX,Healthcare,Biotechnology,NASDAQ,152.41,94,54,95,97
242,WKSP,Consumer Cyclical,Auto Parts,NASDAQ,152.39,94,13,5,20
243,CRS,Industrials,Metal Fabrication,NYSE,152.38,94,97,97,96
244,BBW,Consumer Cyclical,Specialty Retail,NYSE,152.13,94,83,86,38
245,PRIM,Industrials,Engineering & Construction,NYSE,152.08,94,96,92,91
246,SITM,Technology,Semiconductors,NASDAQ,151.28,94,95,94,95
247,LOMA,Basic Materials,Building Materials,NYSE,151.19,94,93,79,44
248,GSAT,Communication Services,Telecom Services,NYSE MKT,150.97,94,88,17,32
249,BLIN,Technology,Software—Infrastructure,NASDAQ,150.87,94,57,83,22
250,NTGR,Technology,Communication Equipment,NASDAQ,150.85,94,93,88,51
251,SKIL,Consumer Defensive,Education & Training Services,NYSE,150.79,94,61,72,68
252,CLIR,Industrials,Pollution & Treatment Controls,NASDAQ,150.74,94,79,17,19
253,LTBR,Industrials,Electrical Equipment & Parts,NASDAQ,150.72,94,98,22,54
254,IFRX,Healthcare,Biotechnology,NASDAQ,150.5,94,91,22,16
255,SE,Communication Services,Electronic Gaming & Multimedia,NYSE,150.48,94,96,97,95
256,OUST,Technology,Electronic Components,NASDAQ,149.55,94,90,15,98
257,PAY,Technology,Information Technology Services,NYSE,149.5,94,96,53,81
258,HIMS,Consumer Defensive,Household & Personal Products,NYSE,149.5,94,98,93,98
259,IDCC,Communication Services,Telecom Services,NASDAQ,149.39,94,93,90,88
260,WILC,Consumer Defensive,Food Distribution,NASDAQ,149.33,94,87,64,28
261,DESP,Consumer Cyclical,Travel Services,NYSE,149.27,94,93,76,94
262,UUU,Industrials,Security & Protection Services,NYSE MKT,148.94,94,90,11,13
263,DMAC,Healthcare,Biotechnology,NASDAQ,148.91,94,95,94,64
264,CPIX,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,148.78,94,22,11,19
265,DSGN,Healthcare,Biotechnology,NASDAQ,148.52,94,94,94,63
266,API,Technology,Softwareâ€”Application,NASDAQ,148.25,94,98,98,32
267,SKYT,Technology,Semiconductors,NASDAQ,148.16,94,26,48,23
268,CIEN,Technology,Communication Equipment,NYSE,147.75,94,78,89,48
269,NTRA,Healthcare,Diagnostics & Research,NASDAQ,147.35,94,95,96,97
270,WRBY,Healthcare,Medical Instruments & Supplies,NYSE,147.15,94,93,50,73
271,AVGO,Technology,Semiconductors,NASDAQ,147.06,94,73,90,96
272,INTA,Technology,Software—Application,NASDAQ,146.99,93,92,88,36
273,LQDT,Consumer Cyclical,Internet Retail,NASDAQ,146.97,93,76,69,64
274,CRMD,Healthcare,Biotechnology,NASDAQ,145.98,93,97,98,57
275,MRVL,Technology,Semiconductors,NASDAQ,145.96,93,82,54,77
276,UPLD,Technology,Software—Application,NASDAQ,145.69,93,84,20,7
277,KRNT,Industrials,Specialty Industrial Machinery,NASDAQ,145.63,93,95,94,19
278,APEI,Consumer Defensive,Education & Training Services,NASDAQ,145.35,93,92,86,99
279,CALM,Consumer Defensive,Farm Products,NASDAQ,144.61,93,93,91,82
280,PPIH,Industrials,Building Products & Equipment,NASDAQ,144.57,93,95,95,48
281,HEPS,Consumer Cyclical,Internet Retail,NASDAQ,144.21,93,90,80,98
282,FRHC,Financial Services,Capital Markets,NASDAQ,144.1,93,87,81,52
283,TPL,Energy,Oil & Gas E&P,NYSE,143.46,93,98,94,92
284,CXW,Real Estate,REIT—Specialty,NYSE,143.41,93,91,26,51
285,ROAD,Industrials,Engineering & Construction,NASDAQ,142.89,93,96,90,87
286,CEPU,Utilities,Utilities—Regulated Electric,NYSE,142.7,93,91,82,82
287,SPOT,Communication Services,Internet Content & Information,NYSE,142.62,93,94,94,94
288,LMB,Industrials,Engineering & Construction,NASDAQ,142.59,93,96,96,97
289,CDMO,Healthcare,Biotechnology,NASDAQ,142.52,93,92,92,32
290,TENX,Healthcare,Biotechnology,NASDAQ,142.45,93,56,8,2
291,DLNG,Energy,Oil & Gas Midstream,NYSE,142.2,93,84,76,90
292,JEF,Financial Services,Financial Conglomerates,NYSE,141.95,93,94,91,90
293,RDVT,Technology,Software—Application,NASDAQ,141.85,93,92,79,88
294,PLX,Healthcare,Biotechnology,NYSE MKT,141.8,93,83,15,14
295,MMYT,Consumer Cyclical,Travel Services,NASDAQ,141.5,93,94,93,98
296,VEON,Communication Services,Telecom Services,NASDAQ,141.28,93,83,90,86
297,CKPT,Healthcare,Biotechnology,NASDAQ,141.19,93,96,46,67
298,PAR,Technology,Software—Application,NYSE,141.18,93,95,68,76
299,IRS,Industrials,Conglomerates,NYSE,141.1,93,95,90,63
300,KRMD,Healthcare,Medical Instruments & Supplies,NASDAQ,140.85,93,94,52,50
301,FSI,Basic Materials,Specialty Chemicals,NYSE MKT,140.79,93,95,96,20
302,VERX,Technology,Software—Application,NASDAQ,140.78,93,93,90,93
303,SIEB,Financial Services,Capital Markets,NASDAQ,140.73,93,90,79,18
304,POWL,Industrials,Electrical Equipment & Parts,NASDAQ,140.59,93,96,98,95
305,INSM,Healthcare,Biotechnology,NASDAQ,140.45,93,95,98,99
306,OLO,Technology,Software—Application,NYSE,140.31,93,84,28,17
307,NVDA,Technology,Semiconductors,NASDAQ,140.2,93,93,96,99
308,DOCU,Technology,Software—Application,NASDAQ,140.15,93,89,73,46
309,KARO,Technology,Software—Application,NASDAQ,140.03,93,89,92,83
310,KOPN,Technology,Electronic Components,NASDAQ,139.96,93,49,7,5
311,HNNA,Financial Services,Asset Management,NASDAQ,139.88,93,86,90,69
312,IESC,Industrials,Engineering & Construction,NASDAQ,139.68,93,98,98,97
313,IGIC,Financial Services,Insurance—Diversified,NASDAQ,139.58,93,95,91,85
314,FTAI,Industrials,Rental & Leasing Services,NASDAQ,139.56,93,98,98,98
315,IBKR,Financial Services,Capital Markets,NASDAQ,139.42,93,94,89,88
316,MCS,Communication Services,Entertainment,NYSE,139.25,93,94,79,14
317,GCO,Consumer Cyclical,Apparel Retail,NYSE,139.16,92,41,29,29
318,ALK,Industrials,Airlines,NYSE,138.88,92,84,56,27
319,FNKO,Consumer Cyclical,Leisure,NASDAQ,138.85,92,85,93,92
320,TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,138.82,92,95,88,84
321,BVS,Healthcare,Diagnostics & Research,NASDAQ,138.72,92,96,99,91
322,VCYT,Healthcare,Biotechnology,NASDAQ,138.68,92,93,93,30
323,TPR,Consumer Cyclical,Luxury Goods,NYSE,138.35,92,90,76,70
324,ASAN,Technology,Softwareâ€”Application,NYSE,138.3,92,31,12,15
325,USAP,Basic Materials,Steel,NASDAQ,138.26,92,93,96,95
326,RCL,Consumer Cyclical,Travel Services,NYSE,138.03,92,95,88,93
327,SRAD,Technology,Software—Application,NASDAQ,137.95,92,92,51,38
328,PEGA,Technology,Software—Application,NASDAQ,137.79,92,90,86,64
329,CURI,Communication Services,Broadcasting,NASDAQ,137.75,92,97,99,91
330,LEE,Communication Services,Publishing,NASDAQ,137.74,92,92,20,42
331,LITE,Technology,Communication Equipment,NASDAQ,137.7,92,95,85,79
332,ALGT,Industrials,Airlines,NASDAQ,137.6,92,91,27,8
333,WHLRD,Real Estate,REIT—Retail,NASDAQ,137.59,92,91,92,95
334,RSSS,Technology,Information Technology Services,NASDAQ,137.48,92,71,38,32
335,TEVA,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,137.29,92,59,88,96
336,CDXS,Healthcare,Biotechnology,NASDAQ,137.27,92,89,60,58
337,TRUP,Financial Services,Insurance—Specialty,NASDAQ,137.01,92,93,92,62
338,AMSC,Industrials,Specialty Industrial Machinery,NASDAQ,136.99,92,97,95,99
339,BSVN,Financial Services,Banks—Regional,NASDAQ,136.96,92,91,89,87
340,GAMB,Consumer Cyclical,Gambling,NASDAQ,136.92,92,87,41,18
341,ESQ,Financial Services,Banks—Regional,NASDAQ,136.87,92,89,85,54
342,AEVA,Consumer Cyclical,Auto Parts,NYSE,136.83,92,87,25,6
343,TOST,Technology,Software—Infrastructure,NYSE,136.83,92,96,84,74
344,CNK,Communication Services,Entertainment,NYSE,136.5,92,95,91,86
345,VRT,Industrials,Electrical Equipment & Parts,NYSE,136.09,92,95,95,98
346,DTM,Energy,Oil & Gas Midstream,NYSE,136.08,92,93,89,87
347,OSS,Technology,Computer Hardware,NASDAQ,135.93,92,28,54,24
348,ADPT,Healthcare,Biotechnology,NASDAQ,135.88,92,87,89,31
349,OMIC,Healthcare,Medical Instruments & Supplies,NASDAQ,135.8,92,98,91,4
350,LRN,Consumer Defensive,Education & Training Services,NYSE,135.73,92,90,89,89
